id,distributor_id,country_id,location_id,transactions,gross_margin,date
9408,1693,2,306,445487,"$362.232.350,10",15/03/2024
6037,1650,1,419,321272,"$281.050.579,50",02/02/2024
5857,161,3,409,267213,"$846.846.318,40",11/01/2024
4279,14,1,437,382894,"$542.763.559,70",15/03/2024
8101,1525,1,29,170552,"$296.568.354,10",18/01/2024
9709,526,1,499,566084,"$316.693.791,60",24/03/2024
7105,533,1,93,492709,"$449.690.912,00",09/04/2024
2403,1559,1,22,498005,"$853.872.111,70",22/02/2024
797,54,2,163,327482,"$415.179.715,60",01/04/2024
6295,607,1,454,482897,"$754.518.023,40",12/04/2024
10289,860,3,519,359377,"$309.995.475,10",07/03/2024
6278,1426,4,99,202762,"$267.880.070,30",02/04/2024
6397,993,2,288,245017,"$360.777.854,00",11/04/2024
6639,237,1,337,284462,"$558.745.077,40",02/03/2024
8669,105,2,353,393583,"$302.373.743,70",09/03/2024
2980,1365,2,91,354081,"$762.923.162,50",03/03/2024
8605,98,1,429,252838,"$891.380.169,80",
2081,449,2,367,197288,"$791.399.231,10",12/03/2024
4366,225,2,532,397622,"$535.981.976,20",07/03/2024
7864,503,4,260,435039,"$632.244.055,20",02/01/2024
8168,474,1,433,466455,"$824.685.935,40",01/02/2024
2555,731,1,7,338339,"$782.349.897,90",14/04/2024
1891,1255,1,375,154902,"$251.493.792,70",23/01/2024
6337,1559,1,22,560594,"$530.212.914,90",02/02/2024
2004,269,2,59,437981,"$258.748.564,50",18/02/2024
1786,929,5,351,205503,"$798.546.550,80",03/01/2024
832,4,2,85,533563,"$792.517.683,20",04/03/2024
9879,193,2,289,493212,"$865.867.496,30",04/02/2024
1779,884,2,324,272667,"$366.790.198,20",20/02/2024
800,31,2,37,417499,"$244.566.668,30",29/01/2024
10221,1322,5,253,222225,"$381.905.938,10",21/02/2024
7232,1092,2,367,405109,"$696.879.513,40",05/01/2024
7954,1710,3,387,241542,"$706.113.289,30",05/02/2024
4797,533,1,93,527304,"$619.225.820,30",27/01/2024
6748,956,1,299,382763,"$444.040.941,70",11/01/2024
7225,1040,1,106,174803,"$572.213.183,60",13/01/2024
4328,1718,1,92,341698,"$490.618.248,60",16/02/2024
7821,544,2,515,477003,"$798.006.130,60",27/02/2024
7196,1224,1,541,362004,"$835.579.750,00",05/03/2024
547,34,2,314,505410,"$831.613.083,50",18/01/2024
6003,28,2,156,544592,"$424.018.933,70",26/01/2024
9589,247,1,525,241133,"$570.264.481,10",29/04/2024
6576,813,1,159,429231,"$384.595.299,60",20/02/2024
879,22,2,444,470118,"$856.633.780,40",22/01/2024
629,42,2,495,394873,"$782.427.215,70",29/02/2024
3662,303,1,474,272577,"$963.757.051,70",20/03/2024
1479,277,1,393,248989,"$783.883.507,00",22/03/2024
7947,1407,1,97,393839,"$642.521.293,00",29/04/2024
10086,1529,1,159,387415,"$852.933.071,30",29/02/2024
7811,64,2,91,435041,"$553.511.271,20",09/03/2024
10126,1471,1,53,420838,"$792.613.669,40",02/03/2024
8227,1184,1,78,496150,"$730.264.527,40",06/04/2024
7958,748,1,291,184283,"$842.091.900,10",04/04/2024
5993,1702,1,462,435111,"$252.436.361,50",07/02/2024
8754,1651,1,49,567814,"$589.025.573,40",16/02/2024
7218,665,5,357,540252,"$248.479.191,90",04/01/2024
3450,788,5,253,240932,"$304.100.150,90",16/01/2024
7843,1107,1,66,451625,"$863.293.045,50",03/02/2024
10042,793,2,494,254148,"$739.139.990,70",08/02/2024
1793,1322,5,253,441854,"$490.223.219,70",13/01/2024
5362,1604,5,276,423410,"$196.943.164,40",21/04/2024
395,88,1,155,332489,"$541.759.677,70",25/01/2024
3040,953,1,516,334974,"$462.125.843,10",17/03/2024
5051,239,1,425,444889,"$579.693.039,50",08/03/2024
4121,936,1,124,196233,"$632.806.562,50",09/04/2024
5268,930,1,74,230608,"$636.000.478,50",14/03/2024
4522,1611,2,460,268038,"$176.812.476,40",20/01/2024
3735,355,2,426,566581,"$807.438.331,30",04/01/2024
5061,1436,2,67,214338,"$265.207.845,90",16/03/2024
3583,634,1,101,301282,"$623.849.327,50",04/01/2024
8928,1239,5,351,400911,"$293.459.415,10",13/01/2024
9755,311,4,382,450741,"$412.437.420,00",27/04/2024
7711,1627,2,163,287921,"$342.312.150,50",16/03/2024
9196,1372,1,105,502830,"$874.391.387,70",30/03/2024
7371,565,3,112,467684,"$317.521.975,90",25/04/2024
4729,1656,1,245,404392,"$360.230.832,70",01/01/2024
2501,204,2,532,214604,"$699.815.374,50",11/02/2024
6120,329,1,505,326458,"$370.650.172,70",06/03/2024
8639,763,1,270,509095,"$885.040.779,60",04/04/2024
3509,964,1,22,492115,"$617.212.905,80",10/02/2024
7273,175,3,169,503256,"$258.517.293,90",28/02/2024
7919,1642,2,353,434233,"$580.960.012,60",15/01/2024
4198,933,4,244,172574,"$914.012.610,20",23/01/2024
4816,164,4,330,198985,"$197.766.137,10",04/04/2024
5575,1249,1,128,487635,"$470.459.982,90",18/02/2024
5039,476,1,231,289728,"$455.930.065,60",01/03/2024
2379,324,1,329,429676,"$318.794.913,80",07/01/2024
10560,860,3,519,359377,"$309.995.475,10",07/03/2024
6891,519,1,502,377518,"$800.090.359,70",03/03/2024
9027,292,1,557,394632,"$639.545.474,60",01/02/2024
5234,1112,1,126,409746,"$800.598.985,40",29/01/2024
241,43,1,446,551592,"$915.292.803,80",06/01/2024
3542,1105,1,476,550148,"$714.637.384,00",09/02/2024
5912,1222,1,73,453255,"$959.433.590,80",09/04/2024
2352,514,1,462,325334,"$412.941.576,80",10/04/2024
2930,1676,1,392,527100,"$515.965.668,60",27/03/2024
5100,196,1,298,553000,"$852.287.317,00",07/03/2024
5946,1557,1,418,168227,"$872.612.087,20",08/04/2024
6882,145,2,401,337869,"$503.457.747,20",09/01/2024
3463,666,1,332,567393,"$313.587.846,90",26/02/2024
8520,1120,2,302,374398,"$401.038.933,20",17/04/2024
8053,1665,1,83,256116,"$599.918.986,40",12/01/2024
4057,1497,6,390,554086,"$810.103.177,20",26/02/2024
5436,1274,2,167,432020,"$287.697.947,50",27/04/2024
5831,1104,3,102,272830,"$823.277.906,00",29/04/2024
8230,1348,1,101,274510,"$640.940.755,20",12/01/2024
9838,1735,2,12,261865,"$531.106.421,30",14/01/2024
5638,999,1,472,474404,"$949.029.066,60",30/01/2024
6363,1368,1,456,168604,"$620.111.703,50",
6594,45,2,67,501014,"$914.329.204,00",22/02/2024
5908,1255,1,375,465829,"$230.328.196,60",23/01/2024
8442,778,1,49,228770,"$899.746.286,00",04/04/2024
129,66,2,50,412093,"$571.959.396,50",29/01/2024
2126,1088,1,332,538854,"$885.525.769,50",12/04/2024
2288,1339,1,394,279928,"$947.927.615,00",15/03/2024
6291,1667,1,543,375031,"$254.729.486,70",20/01/2024
4972,22,2,444,338282,"$669.197.352,50",06/01/2024
6195,600,1,147,274101,"$162.271.559,80",08/03/2024
3803,550,1,520,163381,"$906.226.803,80",24/03/2024
2347,773,1,157,461516,"$638.524.995,50",07/03/2024
3689,685,1,147,257214,"$750.698.772,60",31/03/2024
7951,1601,2,302,542369,"$981.805.226,00",05/01/2024
4225,1607,2,183,346420,"$478.387.885,00",20/01/2024
3789,1042,1,365,547402,"$945.312.549,60",20/03/2024
7286,680,1,530,181525,"$278.975.872,70",25/02/2024
9880,615,2,70,239973,"$614.322.076,30",21/01/2024
8332,8,1,137,310556,"$528.901.838,80",17/03/2024
1747,673,2,292,506018,"$381.513.077,30",15/01/2024
3770,697,1,510,329419,"$712.490.782,20",15/04/2024
7775,966,1,160,240133,"$866.665.303,40",19/04/2024
2877,1525,1,29,534404,"$978.536.330,30",20/04/2024
5815,224,2,122,281661,"$480.098.653,80",25/01/2024
7153,848,1,124,532841,"$536.565.057,40",24/01/2024
6209,479,1,328,276489,"$694.651.880,00",18/01/2024
7449,679,1,198,319179,"$489.547.217,20",28/03/2024
722,56,2,414,326326,"$812.892.568,70",07/01/2024
8404,451,1,379,355157,"$518.859.270,00",14/01/2024
9599,1284,2,410,452940,"$277.746.227,80",28/04/2024
1790,185,1,48,466600,"$757.343.536,60",07/04/2024
2918,221,2,283,327358,"$696.440.392,40",15/02/2024
9642,1527,1,242,562025,"$901.768.186,70",29/03/2024
9759,618,1,39,211034,"$260.929.827,60",08/02/2024
1023,31,2,37,557467,"$400.227.517,80",06/03/2024
8544,280,1,508,377181,"$674.692.521,30",09/02/2024
10164,1068,2,183,310351,"$605.421.927,80",10/04/2024
3321,1546,1,199,340270,"$518.601.522,10",22/01/2024
6028,970,2,84,425078,"$208.452.087,90",22/02/2024
2209,524,1,242,522736,"$532.942.766,50",17/02/2024
3360,151,1,516,435506,"$564.495.458,60",09/04/2024
4169,969,1,240,217415,"$453.776.543,40",11/02/2024
140,90,1,56,476008,"$960.271.006,10",19/01/2024
3338,1359,1,159,444477,"$878.982.133,20",12/01/2024
9609,1470,2,368,432724,"$833.797.519,40",28/04/2024
125,54,2,163,515334,"$887.096.059,50",08/03/2024
9219,1224,1,541,534783,"$628.442.507,40",12/03/2024
484,6,1,71,425208,"$769.919.712,10",20/02/2024
3777,230,1,124,319947,"$253.366.349,40",22/01/2024
2931,641,1,93,526472,"$981.025.249,30",14/01/2024
7213,1195,2,322,465825,"$330.664.676,10",22/01/2024
9959,382,2,84,406958,"$382.508.013,10",25/01/2024
788,82,1,498,249908,"$464.153.168,70",06/02/2024
6561,922,1,407,464848,"$526.015.172,30",06/03/2024
5201,574,6,94,551947,"$861.326.393,00",18/03/2024
258,25,1,86,265817,"$646.207.164,90",18/02/2024
1339,1610,1,145,179452,"$595.926.744,70",03/02/2024
2955,173,2,288,521600,"$846.136.154,20",24/03/2024
7170,1311,6,475,315265,"$610.399.009,70",27/04/2024
7766,1557,1,418,333934,"$841.593.405,60",15/02/2024
524,5,1,542,285805,"$188.712.246,10",21/03/2024
6835,128,1,78,553536,"$808.685.314,10",06/03/2024
673,77,1,543,415376,"$689.530.283,60",08/01/2024
2165,128,1,78,178036,"$635.694.939,80",15/04/2024
8214,819,1,128,241819,"$237.123.544,60",
2039,112,1,227,197114,"$715.563.849,60",28/04/2024
7093,1655,4,345,536583,"$767.621.271,40",03/02/2024
3456,378,3,112,299818,"$912.261.926,30",26/02/2024
6846,1498,1,375,175570,"$217.492.817,70",21/01/2024
1714,1087,2,241,383418,"$252.567.034,90",10/04/2024
8277,1303,1,332,467104,"$822.445.402,90",20/04/2024
9903,1147,1,71,240457,"$822.428.442,90",20/02/2024
9618,684,2,289,398357,"$785.589.118,40",13/02/2024
22,86,1,354,441097,"$697.414.638,30",24/02/2024
6053,779,1,561,275382,"$643.893.445,20",07/01/2024
2509,931,1,442,528987,"$271.526.794,50",01/02/2024
4798,1522,1,525,503520,"$786.970.126,10",07/03/2024
3188,1126,1,452,484281,"$881.190.516,50",16/01/2024
9841,1718,1,92,461544,"$477.527.499,30",29/04/2024
1069,99,1,214,416807,"$827.423.647,00",06/02/2024
8608,270,5,279,362792,"$190.565.993,20",13/01/2024
1837,1367,6,390,437831,"$701.229.530,80",19/01/2024
6396,1279,4,303,254592,"$769.277.987,60",08/03/2024
9962,1690,1,155,232736,"$244.446.382,50",04/03/2024
4666,894,1,370,313435,"$594.956.277,10",28/01/2024
1388,1492,1,139,466812,"$272.091.140,50",26/01/2024
4561,461,1,389,194501,"$912.827.620,00",05/01/2024
8742,761,1,231,277941,"$224.327.865,70",13/03/2024
6113,809,1,264,489655,"$242.396.154,00",21/02/2024
4291,1157,2,526,196655,"$315.080.634,70",27/04/2024
2022,568,1,199,554049,"$730.123.127,90",05/03/2024
10177,1684,5,186,200940,"$257.968.054,70",13/01/2024
3440,973,1,536,394975,"$869.363.273,40",19/01/2024
4369,931,1,442,319992,"$687.244.373,30",27/01/2024
2935,768,2,349,302322,"$848.082.126,70",08/04/2024
4259,1446,1,453,214294,"$301.027.350,40",17/02/2024
2298,396,1,101,547067,"$496.944.463,70",10/01/2024
2634,1160,2,12,183723,"$509.618.128,60",12/04/2024
1976,861,2,167,513932,"$746.371.599,00",21/01/2024
4424,914,1,474,291904,"$255.633.405,00",09/04/2024
4544,1111,2,507,408694,"$906.298.230,50",16/03/2024
10211,1166,2,181,352543,"$687.037.263,50",14/01/2024
7238,1125,1,270,166612,"$727.928.797,80",01/02/2024
8878,395,5,361,374734,"$983.609.485,50",
560,13,1,44,397979,"$315.876.136,30",29/04/2024
7686,826,1,419,549410,"$548.717.926,60",13/02/2024
951,18,5,364,297915,"$661.862.884,90",10/04/2024
6095,781,1,521,240503,"$591.610.252,50",30/01/2024
5307,1450,1,110,422753,"$628.454.198,10",23/02/2024
1609,1685,1,304,241571,"$502.214.954,80",28/01/2024
3774,912,5,87,331037,"$334.058.285,80",13/02/2024
4266,593,1,29,390172,"$573.218.468,40",
8466,1387,1,105,198871,"$151.110.435,30",20/03/2024
6096,1020,5,539,329377,"$412.412.987,30",23/04/2024
8374,304,1,550,268438,"$491.484.888,00",11/02/2024
6844,382,2,84,269717,"$263.896.015,70",12/04/2024
9152,1000,2,179,303745,"$182.699.093,50",01/04/2024
5734,1124,2,104,537726,"$973.535.916,70",07/03/2024
8307,515,1,371,264866,"$761.842.726,10",12/04/2024
2898,1382,1,69,369354,"$566.806.693,50",
8260,633,6,436,337043,"$906.826.253,20",09/03/2024
9474,1128,1,82,284302,"$766.575.534,20",20/01/2024
2662,712,1,19,315654,"$665.808.962,10",25/01/2024
238,43,1,446,175988,"$413.764.365,20",21/01/2024
2386,997,5,363,211288,"$357.793.413,10",08/01/2024
2098,752,1,31,567621,"$270.752.849,80",02/02/2024
3565,1411,1,15,504787,"$913.515.146,40",23/04/2024
6879,362,1,256,414499,"$982.974.483,80",02/02/2024
870,78,1,429,172556,"$674.298.093,40",23/01/2024
662,12,1,28,357105,"$178.006.553,00",27/03/2024
4746,285,1,290,515535,"$781.219.531,10",02/02/2024
1841,649,2,263,354617,"$392.872.310,30",19/02/2024
7743,1621,2,467,512424,"$713.730.117,00",25/03/2024
3027,407,6,172,422579,"$614.301.298,30",29/03/2024
2018,1556,2,156,277504,"$550.081.160,00",13/03/2024
2372,525,4,222,213042,"$936.662.168,30",31/03/2024
7642,1617,2,202,285080,"$472.956.177,10",17/04/2024
7000,167,1,220,164763,"$303.002.820,60",
9883,918,1,251,217085,"$925.680.200,80",10/02/2024
6413,563,4,330,236317,"$682.696.985,90",27/01/2024
3133,980,1,53,503174,"$487.734.228,10",18/04/2024
6781,1519,2,340,207267,"$850.290.339,90",20/04/2024
3510,1045,1,41,422880,"$520.591.908,90",06/01/2024
4645,335,1,82,387499,"$233.336.134,20",14/03/2024
8518,194,4,376,250237,"$754.829.749,70",03/03/2024
9160,1558,1,337,387928,"$698.741.846,10",17/04/2024
211,2,2,283,500945,"$459.823.564,20",08/03/2024
7698,798,1,415,324846,"$458.263.064,50",11/01/2024
3729,1406,1,557,478443,"$319.451.647,10",11/02/2024
4276,1663,1,407,546131,"$327.810.364,40",28/01/2024
8099,390,1,136,204684,"$610.458.659,70",27/04/2024
3548,288,1,556,420817,"$420.842.423,90",09/02/2024
6246,1187,1,199,370693,"$983.019.430,40",05/04/2024
5137,10,1,2,276298,"$933.615.733,10",28/02/2024
4174,718,2,215,251365,"$452.537.556,70",05/01/2024
3847,1265,1,187,450337,"$959.614.781,30",24/03/2024
2686,349,1,296,202549,"$556.906.228,70",22/04/2024
3899,770,1,34,550453,"$708.561.250,20",12/03/2024
4750,795,1,411,243103,"$732.775.620,00",28/04/2024
9,56,2,414,538306,"$682.057.482,80",04/01/2024
5002,1610,1,145,383762,"$273.437.650,00",24/04/2024
1867,347,2,192,272782,"$754.684.434,90",02/02/2024
1365,869,5,133,338150,"$939.656.247,30",20/04/2024
10148,261,1,31,297662,"$901.849.164,10",09/02/2024
3540,216,1,220,260715,"$173.722.431,60",12/03/2024
8451,1079,1,259,483387,"$586.660.934,70",20/04/2024
5212,1457,1,9,478654,"$159.051.032,00",29/03/2024
1702,489,1,405,256308,"$699.569.736,80",16/04/2024
3215,1129,2,119,174951,"$520.564.365,90",25/02/2024
3018,762,5,357,245037,"$527.755.661,50",13/01/2024
8862,293,1,403,314273,"$957.803.670,70",31/01/2024
499,41,1,433,259383,"$722.984.973,00",10/04/2024
8998,702,1,404,287019,"$452.862.951,30",23/03/2024
10039,1416,1,297,194816,"$657.300.121,80",04/04/2024
2801,1108,6,88,313837,"$386.692.356,60",10/03/2024
6858,1632,1,14,166536,"$888.531.642,10",31/01/2024
2717,1138,1,238,290104,"$508.698.116,00",02/04/2024
4461,1676,1,392,422343,"$802.624.903,40",22/01/2024
5802,1000,2,179,198330,"$320.853.099,40",18/04/2024
10537,860,3,519,359377,"$309.995.475,10",07/03/2024
8430,663,2,161,217382,"$795.744.306,10",16/04/2024
8321,588,1,159,288236,"$966.160.727,30",28/03/2024
10279,860,3,519,359377,"$309.995.475,10",07/03/2024
10197,442,1,86,313218,"$812.702.081,60",31/03/2024
2909,1543,1,309,172157,"$156.194.703,80",18/04/2024
7132,1665,1,83,451115,"$475.341.838,10",25/04/2024
3010,809,1,264,553997,"$785.568.867,70",06/03/2024
5176,143,1,395,546488,"$467.345.876,30",16/04/2024
3003,1727,1,496,230253,"$892.690.826,20",24/03/2024
9421,167,1,220,544467,"$754.170.411,50",03/01/2024
4210,908,2,221,298404,"$417.658.664,60",22/01/2024
6944,1175,6,436,200190,"$300.301.938,40",25/01/2024
6256,1394,1,43,233704,"$420.687.436,30",08/03/2024
2133,1728,1,261,291534,"$671.548.246,90",05/01/2024
789,83,1,517,560841,"$596.466.920,30",24/02/2024
1276,42,2,495,420458,"$666.132.776,50",07/03/2024
5025,1137,4,118,424742,"$366.223.823,10",20/03/2024
5173,267,1,173,253826,"$156.828.069,80",31/01/2024
853,34,2,314,199954,"$558.670.564,40",31/01/2024
10144,1657,2,37,293693,"$315.435.461,90",14/03/2024
1860,818,3,286,478899,"$912.517.323,20",13/02/2024
7835,1253,2,368,233334,"$271.906.102,80",27/03/2024
8646,817,1,256,434393,"$831.122.258,10",14/03/2024
5555,254,1,366,283137,"$544.694.386,40",02/02/2024
5262,273,1,131,450501,"$193.960.795,50",03/02/2024
5475,956,1,299,277730,"$712.042.584,70",13/02/2024
2090,1384,3,387,506763,"$947.180.762,20",19/01/2024
10245,1716,1,139,223138,"$756.219.802,10",20/04/2024
2600,270,5,279,219696,"$646.315.466,90",07/03/2024
8402,1591,1,388,327018,"$310.072.335,80",03/04/2024
10055,1468,5,483,325891,"$714.103.418,40",08/03/2024
1409,1504,1,233,453789,"$748.320.424,30",10/01/2024
4775,921,6,211,493770,"$905.943.849,80",26/02/2024
7825,1467,1,71,175233,"$598.102.203,70",01/04/2024
3892,1496,1,101,314854,"$583.320.576,10",02/02/2024
6168,1209,1,431,269099,"$266.680.691,80",05/03/2024
6328,648,1,162,475875,"$249.942.442,30",
1369,1465,1,541,241107,"$390.488.071,20",31/01/2024
9257,494,1,502,182561,"$877.614.559,00",16/03/2024
8474,1480,1,433,201539,"$400.149.910,60",24/01/2024
2732,1264,1,540,405710,"$531.900.995,40",21/03/2024
2841,1507,2,373,226802,"$509.277.662,30",24/02/2024
9426,559,2,515,414924,"$376.190.728,20",29/03/2024
9694,1020,5,539,414747,"$443.680.641,30",26/04/2024
8622,310,1,396,425830,"$702.845.664,10",03/04/2024
7506,412,2,35,515695,"$160.576.827,60",24/02/2024
1145,18,5,364,349706,"$395.852.202,40",13/04/2024
4839,663,2,161,355874,"$588.113.789,20",03/01/2024
6306,537,2,401,155146,"$848.052.026,50",22/01/2024
10026,204,2,532,354353,"$844.419.140,00",15/02/2024
2416,1624,2,314,237556,"$317.044.432,70",23/04/2024
2586,271,2,414,539631,"$654.278.391,20",01/02/2024
566,88,1,155,494507,"$778.779.510,60",04/03/2024
2446,339,1,336,457329,"$167.380.054,90",16/02/2024
8174,839,2,225,283504,"$689.658.582,40",17/04/2024
6758,313,1,160,523953,"$742.770.710,60",13/04/2024
5196,52,2,515,459771,"$583.494.035,30",19/04/2024
1477,630,1,103,481899,"$592.083.137,40",25/02/2024
9568,1484,2,59,266263,"$705.558.505,80",15/01/2024
2114,1196,1,472,264487,"$380.807.398,00",25/03/2024
4868,1283,1,383,540522,"$380.587.309,70",16/03/2024
5328,232,5,109,384173,"$715.837.468,80",23/03/2024
7403,15,1,498,537085,"$949.263.315,00",10/04/2024
7526,263,5,483,265030,"$704.717.613,40",20/01/2024
5329,880,2,146,279472,"$213.637.046,20",20/02/2024
3513,1055,3,519,176660,"$544.431.148,40",01/02/2024
2207,983,1,40,411626,"$908.996.213,70",15/01/2024
1268,91,1,61,392843,"$343.726.746,60",29/01/2024
6951,1719,1,310,372150,"$392.379.402,00",05/02/2024
7653,1419,2,122,232986,"$172.959.403,70",02/03/2024
7097,105,2,353,274238,"$906.983.869,70",18/03/2024
6016,258,2,414,326783,"$305.978.814,60",14/02/2024
964,85,1,264,441535,"$593.236.478,60",08/01/2024
1704,1297,1,44,404665,"$824.635.430,60",02/03/2024
181,84,2,189,252938,"$501.166.609,60",29/04/2024
6393,871,1,73,484565,"$956.828.785,70",07/01/2024
9234,766,1,425,247141,"$616.494.660,90",23/04/2024
9241,1060,1,341,388506,"$692.492.140,20",13/01/2024
3025,22,2,444,204230,"$724.384.600,70",29/04/2024
71,91,1,61,189983,"$776.299.379,30",11/03/2024
4655,1488,1,38,246276,"$703.777.267,20",10/03/2024
9392,1418,3,169,429083,"$855.704.803,90",09/01/2024
2302,299,4,355,408098,"$791.346.970,60",15/01/2024
10012,1021,1,208,325507,"$957.844.622,50",19/01/2024
2476,1142,1,213,433020,"$821.329.982,20",02/03/2024
7722,803,1,46,475177,"$414.602.053,40",11/04/2024
6082,483,2,368,397732,"$834.659.360,10",09/03/2024
4106,761,1,231,245436,"$888.633.778,80",28/01/2024
6194,173,2,288,322218,"$327.367.756,20",05/04/2024
5895,667,1,210,276558,"$961.093.048,80",21/02/2024
8342,706,2,79,199127,"$185.105.144,90",25/02/2024
2394,1233,1,534,436980,"$738.433.153,10",30/03/2024
1166,2,2,283,244127,"$234.954.956,30",14/01/2024
9588,1513,1,61,505271,"$783.965.024,60",24/02/2024
3334,1606,1,201,532385,"$297.237.456,80",22/01/2024
7474,384,1,213,198932,"$961.572.142,00",27/04/2024
660,97,1,400,506293,"$846.848.999,30",18/02/2024
2840,1690,1,155,239307,"$367.054.091,10",22/04/2024
4765,551,2,463,528502,"$451.612.849,10",06/01/2024
3690,534,1,80,499571,"$347.778.868,70",
2449,1364,2,471,199102,"$704.469.608,20",29/03/2024
